Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue  #01-22 ,30,Strata,645840,21528,2000,15-MAY-2014,Retail,99 Yrs From 01/05/1948,Resale,09,23,239924,Central Region,Museum
SUNSHINE PLAZA,91 Bencoolen Street  #01-11 ,39,Strata,1722000,44154,4102,15-MAY-2014,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue  #01-21/27/28 ,74,Strata,1593072,21528,2000,15-MAY-2014,Retail,99 Yrs From 01/05/1948,Resale,09,23,239924,Central Region,Museum
PEACE CENTRE/MANSIONS,1 Sophia Road  #05-32 ,20,Strata,215000,10750,999,14-MAY-2014,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
PEACE CENTRE/MANSIONS,1 Sophia Road  #06-08 ,91,Strata,950000,10440,970,12-MAY-2014,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
JUNCTION NINE,18 Yishun Avenue 9  #01-32 ,65,Strata,2799000,43062,4001,12-MAY-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
MAYSPRINGS,2 Petir Road  #01-13 ,32,Strata,400000,12500,1161,02-MAY-2014,Retail,99 Yrs From 01/12/1994,Resale,23,67,678265,West Region,Bukit Panjang
JUNCTION NINE,18 Yishun Avenue 9  #02-33 ,160,Strata,4603060,28769,2673,30-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-08 ,54,Strata,2558000,47370,4401,30-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
VISION EXCHANGE,2 Venture Drive  #02-33 ,54,Strata,2615000,48426,4499,30-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
LAKEVILLE,13 Jurong Lake Link  #01-48 ,25,Strata,726300,29052,2699,29-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,22,64,648156,West Region,Jurong West
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-10 ,38,Strata,1030000,27105,2518,29-APR-2014,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-12/13 ,150,Strata,3150000,21000,1951,29-APR-2014,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
LAKEVILLE,13 Jurong Lake Link  #01-47 ,22,Strata,639900,29086,2702,29-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,22,64,648156,West Region,Jurong West
VISION EXCHANGE,2 Venture Drive  #02-46 ,54,Strata,2673000,49500,4599,29-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
ALEXANDRA CENTRAL,321 Alexandra Road  #02-14 ,102,Strata,5270000,51667,4800,28-APR-2014,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
JUNCTION NINE,18 Yishun Avenue 9  #02-01 ,183,Strata,5319000,29066,2700,28-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ORCHID HOTEL,1 Tras Link  #01-11 ,33,Strata,2355000,71364,6630,28-APR-2014,Retail,99 Yrs From 02/10/2007,Resale,02,07,078867,Central Region,Outram
ORCHARD PLAZA,150 Orchard Road  #03-60 ,14,Strata,588000,42000,3902,28-APR-2014,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-10 ,52,Strata,3624000,69692,6475,24-APR-2014,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-19 ,28,Strata,1600000,57143,5309,23-APR-2014,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
GOLDEN MILE COMPLEX,5001 Beach Road  #02-31/32 ,119,Strata,1750000,14706,1366,23-APR-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
VISION EXCHANGE,2 Venture Drive  #02-45 ,34,Strata,1720000,50588,4700,23-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-65 ,36,Strata,863300,23981,2228,22-APR-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
CHINATOWN POINT,133 New Bridge Road  #18-09/10 ,223,Strata,3600000,16143,1500,22-APR-2014,Retail,99 Yrs From 12/11/1980,Resale,01,05,059413,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #03-61 ,28,Strata,1100000,39286,3650,22-APR-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
VISION EXCHANGE,2 Venture Drive  #01-37 ,60,Strata,3422000,57033,5299,22-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-36 ,45,Strata,2179000,48422,4499,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-37 ,42,Strata,2034000,48429,4499,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
SULTAN PLAZA,100 Jalan Sultan  #02-43 ,105,Strata,1250000,11905,1106,21-APR-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
VISION EXCHANGE,2 Venture Drive  #01-16 ,35,Strata,1883000,53800,4998,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-26 ,137,Strata,7904000,57693,5360,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-13 ,40,Strata,1550000,38750,3600,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-38 ,60,Strata,3422000,57033,5299,17-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-39 ,55,Strata,3196000,58109,5398,17-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-48 ,48,Strata,2376000,49500,4599,16-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-49 ,37,Strata,1871000,50568,4698,16-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-19 ,41,Strata,2471000,60268,5599,16-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-50 ,34,Strata,1720000,50588,4700,15-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-47 ,43,Strata,2591000,60256,5598,15-APR-2014,Retail,99 Yrs From 10/06/2013,Resale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-51 ,28,Strata,1416000,50571,4698,14-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
SUNSHINE PLAZA,91 Bencoolen Street  #01-16 ,43,Strata,2277000,52953,4919,14-APR-2014,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
VISION EXCHANGE,2 Venture Drive  #01-46 ,52,Strata,3022000,58115,5399,14-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-14 ,31,Strata,1267000,40871,3797,14-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-39 ,78,Strata,3610000,46282,4300,11-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-45 ,60,Strata,3422000,57033,5299,10-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-38 ,57,Strata,2760000,48421,4498,10-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-42 ,40,Strata,2325000,58125,5400,10-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-40 ,51,Strata,2857000,56574,5256,09-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
GOLDEN MILE TOWER,6001 Beach Road  #02-57 ,18,Strata,210000,11667,1084,08-Apr-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-42 ,73,Strata,2315360,31717,2947,03-APR-2014,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
VISION EXCHANGE,2 Venture Drive  #02-35 ,48,Strata,2325000,48438,4500,03-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
TEXTILE CENTRE,200 Jalan Sultan  #03-06 ,75,Strata,850000,11333,1053,02-APR-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-37 ,31,Strata,790000,25484,2368,01-APR-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
RIVERTREES RESIDENCES,23 Fernvale Close  #01-09 ,61,Strata,1280000,20984,1949,01-APR-2014,Retail,99 Yrs From 28/08/2013,New Sale,28,79,797461,North East Region,Sengkang
THOMSON PLAZA,301 Upper Thomson Road  #01-77 ,33,Strata,2010000,60909,5659,27-Mar-2014,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
SIM LIM SQUARE,1 Rochor Canal Road  #04-80 ,25,Strata,1100000,44000,4088,27-MAR-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-59 ,23,Strata,1120000,48696,4524,27-MAR-2014,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
FU LU SHOU COMPLEX,149 Rochor Road  #02-23 ,40,Strata,1280000,32000,2973,27-MAR-2014,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
JUNCTION NINE,18 Yishun Avenue 9  #01-70 ,59,Strata,2477000,41983,3900,26-MAR-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-33 ,82,Strata,2600000,31707,2946,25-MAR-2014,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-06 ,37,Strata,1170000,31622,2938,25-MAR-2014,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
JUNCTION NINE,18 Yishun Avenue 9  #01-17 ,58,Strata,1956800,33738,3134,24-MAR-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-43 ,76,Strata,2838000,37342,3469,24-MAR-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-05 ,42,Strata,1380000,32857,3053,24-MAR-2014,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
JUNCTION NINE,18 Yishun Avenue 9  #01-16 ,61,Strata,2154630,35322,3281,24-MAR-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
AQUARIUS BY THE PARK,1 Bedok Reservoir View  #01-04 ,28,Strata,585000,20893,1941,17-MAR-2014,Retail,99 Yrs From 12/06/1996,Resale,16,47,478926,East Region,Bedok
ONE-NORTH RESIDENCES,9 One-North Gateway  #01-37 ,34,Strata,850000,25000,2323,14-MAR-2014,Retail,99 Yrs From 15/09/2005,Resale,05,13,138643,Central Region,Queenstown
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-24E ,56,Strata,1340000,23929,2223,14-MAR-2014,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-K22 ,22,Strata,570000,25909,2407,13-MAR-2014,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #02-13 ,42,Strata,1588000,37810,3513,13-MAR-2014,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan  #04-16 ,47,Strata,560000,11915,1107,12-MAR-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-67 ,89,Strata,3126215,35126,3263,07-MAR-2014,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
HIGH STREET CENTRE,1 North Bridge Road  #B1-39 ,25,Strata,620000,24800,2304,07-MAR-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
PARKWAY PARADE,80 Marine Parade Road  #05-12 ,51,Strata,1350000,26471,2459,06-MAR-2014,Retail,99 Yrs From 17/08/1979,Resale,15,44,449269,Central Region,Marine Parade
SIM LIM SQUARE,1 Rochor Canal Road  #04-81 ,25,Strata,1050000,42000,3902,26-FEB-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
JUNCTION NINE,18 Yishun Avenue 9  #01-36 ,50,Strata,2099000,41980,3900,25-FEB-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
BYLANDS BUILDING,135 Middle Road  #02-13 ,13,Strata,320000,24615,2287,19-FEB-2014,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-14 ,25,Strata,1050000,42000,3902,18-FEB-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-63 ,39,Strata,700000,17949,1667,17-FEB-2014,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-03 ,42,Strata,935000,22262,2068,12-FEB-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
HIGH STREET CENTRE,1 North Bridge Road  #B1-39 ,25,Strata,370000,14800,1375,28-JAN-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
THE MIDTOWN,1187 Upper Serangoon Road  #01-39 ,73,Strata,2143200,29359,2728,22-JAN-2014,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE BENCOOLEN,180 Bencoolen Street  #01-67 ,12,Strata,690000,57500,5342,20-JAN-2014,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
THE MIDTOWN,1187 Upper Serangoon Road  #01-30 ,71,Strata,2388000,33634,3125,16-JAN-2014,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE INTERLACE,180 Depot Road  #01-04 ,57,Strata,1535000,26930,2502,15-JAN-2014,Retail,99 Yrs From 11/02/2009,New Sale,04,10,109684,Central Region,Bukit Merah
HIGH STREET CENTRE,1 North Bridge Road  #02-36 ,45,Strata,630000,14000,1301,15-JAN-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #02-37 ,45,Strata,630000,14000,1301,15-JAN-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SHENTON HOUSE,3 Shenton Way  #02-15 ,33,Strata,800000,24242,2252,15-JAN-2014,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-13 ,33,Strata,3090000,93636,8699,15-JAN-2014,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ONE-NORTH RESIDENCES,9 One-North Gateway  #01-41 ,48,Strata,1150000,23958,2226,14-JAN-2014,Retail,99 Yrs From 15/09/2005,Resale,05,13,138643,Central Region,Queenstown
THE INTERLACE,180 Depot Road  #01-08 ,36,Strata,1000000,27778,2581,13-JAN-2014,Retail,99 Yrs From 11/02/2009,New Sale,04,10,109684,Central Region,Bukit Merah
THE MIDTOWN,1187 Upper Serangoon Road  #01-45 ,71,Strata,2388000,33634,3125,10-JAN-2014,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE INTERLACE,180 Depot Road  #01-02 ,104,Strata,2500000,24038,2233,08-JAN-2014,Retail,99 Yrs From 11/02/2009,New Sale,04,10,109684,Central Region,Bukit Merah
THE MIDTOWN,1187 Upper Serangoon Road  #01-27 ,71,Strata,2394080,33719,3133,03-JAN-2014,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PEOPLE'S PARK COMPLEX,1 Park Road  #03-24 ,29,Strata,1280000,44138,4101,30-DEC-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE MIDTOWN,1187 Upper Serangoon Road  #01-44 ,71,Strata,2382160,33552,3117,30-DEC-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
SUNSHINE PLAZA,91 Bencoolen Street  #01-02 ,38,Strata,1720219,45269,4206,27-DEC-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
THE MIDTOWN,1187 Upper Serangoon Road  #01-47 ,71,Strata,2400240,33806,3141,24-DEC-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-46 ,71,Strata,2394080,33719,3133,24-DEC-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PEOPLE'S PARK COMPLEX,1 Park Road  #02-30 ,40,Strata,2988000,74700,6940,20-DEC-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
MAXWELL HOUSE,20 Maxwell Road  #01-09 ,22,Strata,620000,28182,2618,20-DEC-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,069113,Central Region,Outram
THE MIDTOWN,1187 Upper Serangoon Road  #01-35 ,73,Strata,2489012,34096,3168,17-DEC-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PEOPLE'S PARK COMPLEX,1 Park Road  #02-31 ,36,Strata,1500000,41667,3871,12-DEC-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
JUNCTION NINE,18 Yishun Avenue 9  #02-56 ,28,Strata,1060000,37857,3517,10-DEC-2013,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-05 ,84,Strata,5424000,64571,5999,06-DEC-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-08 ,64,Strata,5995000,93672,8702,06-DEC-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-07 ,248,Strata,14680000,59194,5499,06-DEC-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-06 ,75,Strata,4842000,64560,5998,06-DEC-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B2-15 ,32,Strata,1202000,37563,3490,06-DEC-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-05/06/07 ,407,Strata,24946000,61292,5694,06-DEC-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #02-11 ,64,Strata,2395000,37422,3477,04-DEC-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
SHENTON HOUSE,3 Shenton Way  #02-15 ,33,Strata,700000,21212,1971,04-DEC-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
SHENTON HOUSE,3 Shenton Way  #01-05 ,294,Strata,6100000,20748,1928,04-DEC-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-28 ,80,Strata,4348000,54350,5049,03-DEC-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
JUNCTION NINE,18 Yishun Avenue 9  #02-28 ,27,Strata,901000,33370,3100,03-DEC-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
THE MIDTOWN,1187 Upper Serangoon Road  #01-28 ,71,Strata,2417850,34054,3164,02-DEC-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-74 ,42,Strata,1000000,23810,2212,29-NOV-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
JUNCTION NINE,18 Yishun Avenue 9  #01-01 ,105,Strata,4747000,45210,4200,27-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-21 ,37,Strata,1275000,34459,3201,27-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-15 ,33,Strata,2238000,67818,6300,22-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
GOLDEN MILE TOWER,6001 Beach Road  #02-11 ,25,Strata,320000,12800,1189,22-NOV-2013,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-29 ,71,Strata,2501268,35229,3273,22-NOV-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-22 ,49,Strata,4300000,87755,8153,21-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-11 ,30,Strata,2843000,94767,8804,21-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-07 ,74,Strata,6900000,93243,8663,21-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
SUNSHINE PLAZA,91 Bencoolen Street  #01-56 ,48,Strata,2070000,43125,4006,20-NOV-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-09 ,50,Strata,4681000,93620,8698,20-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-20 ,37,Strata,3463000,93595,8695,20-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
GOLDEN MILE COMPLEX,5001 Beach Road  #03-63A ,16,Strata,270000,16875,1568,20-NOV-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-26 ,26,Strata,2436000,93692,8704,20-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-06 ,78,Strata,7392000,94769,8804,19-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-22 ,35,Strata,2376000,67886,6307,19-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-08 ,51,Strata,3487000,68373,6352,19-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-21 ,33,Strata,2237000,67788,6298,19-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-27 ,61,Strata,3350700,54930,5103,18-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-03 ,36,Strata,3260000,90556,8413,18-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #02-13 ,37,Strata,1793000,48459,4502,18-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-09 ,52,Strata,3556000,68385,6353,15-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-19 ,35,Strata,3280000,93714,8706,15-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #01-53 ,29,Strata,1187000,40931,3803,15-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-24 ,21,Strata,1899000,90429,8401,15-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
HIGH STREET CENTRE,1 North Bridge Road  #03-01 ,60,Strata,908000,15133,1406,14-NOV-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
